13282380039,012345
13456002051,012345
13587631563,012345
15356405882,012345
15990799764,012345
18058318200,012345
18058318222,012345
18058318288,012345
18058318289,012345
18058318290,012345
18058318291,012345
18058318292,012345
18058318293,012345
18058318294,012345
18058421232,012345
18058421233,012345
18058421244,012345
18058422311,012345
18058422332,012345
18058422333,012345
18058422344,012345
18058422345,012345
18058422346,012345
18058422348,012345
18058422349,012345
18058422350,012345
18058422550,012345
18058422555,012345
18058422556,012345
18395997650,012345
18395997651,012345
